Longitude;Latitude;Diplodus_sargus_sargus;Mullus_surmuletus
8.51;39.51;1;1
8.51;39.61;1;1
8.51;39.71;1;1
8.51;39.81;1;1
8.51;39.91;1;1
8.51;40.01;1;1
8.51;40.11;1;1
8.51;40.21;1;1
8.51;40.31;1;1
8.51;40.81;1;1
8.51;40.91;1;1
8.51;41.01;0;1
8.51;41.11;0;1
8.51;41.21;0;0
8.51;41.31;0;0
8.51;41.41;0;0
8.51;41.51;0;0
8.51;41.61;0;0
8.51;41.71;0;0
8.51;41.81;0;1
8.51;41.91;0;1
8.51;42.01;0;0
8.51;42.11;0;1
8.51;42.21;0;1
8.51;42.31;1;1
8.51;42.41;1;1
8.51;42.51;0;0
8.51;42.61;0;0
8.51;42.71;0;0
8.51;42.81;0;0
8.51;42.91;0;0
8.51;43.01;0;0
8.51;43.11;0;0
8.51;43.21;0;0
8.51;43.31;0;0
8.51;43.41;0;0
8.51;43.51;0;0
8.51;43.61;0;0
8.51;43.71;0;0
8.51;43.81;0;0
8.51;43.91;0;0
8.51;44.01;0;0
8.51;44.11;0;0
8.51;44.21;0;0
8.51;44.31;0;1
8.61;36.91;0;1
8.61;37.01;0;1
8.61;37.11;0;0
8.61;37.21;0;0
8.61;37.31;0;0
8.61;37.41;1;1
8.61;37.51;0;0
8.61;37.61;0;0
8.61;37.71;0;0
8.61;37.81;0;0
8.61;37.91;0;0
8.61;38.01;0;0
8.61;38.11;0;0
8.61;38.21;0;0
8.61;38.31;0;0
8.61;38.41;0;0
8.61;38.51;0;0
8.61;38.61;0;0
8.61;38.71;0;0
8.61;38.81;0;0
8.61;38.91;0;1
8.61;39.01;1;1
8.61;40.81;1;1
8.61;40.91;1;1
8.61;41.01;0;1
8.61;41.11;0;0
8.61;41.21;0;0
8.61;41.31;0;0
8.61;41.41;0;0
8.61;41.51;0;0
8.61;41.61;0;0
8.61;41.71;1;1
8.61;41.81;0;0
8.61;41.91;1;1
8.61;42.01;1;1
8.61;42.11;1;1
8.61;42.21;1;1
8.61;42.31;0;0
8.61;42.41;0;1
8.61;42.51;0;0
8.61;42.61;0;0
8.61;42.71;0;0
8.61;42.81;0;0
8.61;42.91;0;0
8.61;43.01;0;0
8.61;43.11;0;0
8.61;43.21;0;0
8.61;43.31;0;0
8.61;43.41;0;0
8.61;43.51;0;0
8.61;43.61;0;0
8.61;43.71;0;0
8.61;43.81;0;0
8.61;43.91;0;0
8.61;44.01;0;0
8.61;44.11;0;0
8.61;44.21;0;0
8.61;44.31;0;1
8.61;44.41;1;1
8.71;36.91;1;1
8.71;37.01;1;1
8.71;37.11;0;0
8.71;37.21;0;0
8.71;37.31;0;0
8.71;37.41;0;1
8.71;37.51;0;1
8.71;37.61;0;0
8.71;37.71;0;0
8.71;37.81;0;0
8.71;37.91;0;0
8.71;38.01;0;0
8.71;38.11;0;0
8.71;38.21;0;0
8.71;38.31;0;0
8.71;38.41;0;0
8.71;38.51;0;0
8.71;38.61;0;0
8.71;38.71;0;0
8.71;38.81;0;0
8.71;38.91;1;1
8.71;40.91;1;1
8.71;41.01;0;1
8.71;41.11;0;0
8.71;41.21;0;0
8.71;41.31;0;0
8.71;41.41;0;0
8.71;41.51;0;0
8.71;41.61;0;0
8.71;41.71;0;0
8.71;41.81;1;1
8.71;41.91;0;1
8.71;42.01;0;0
8.71;42.11;1;1
8.71;42.21;1;1
8.71;42.31;1;1
8.71;42.41;1;1
8.71;42.51;1;1
8.71;42.61;1;1
8.71;42.71;0;0
8.71;42.81;0;0
8.71;42.91;0;0
8.71;43.01;0;0
8.71;43.11;0;0
8.71;43.21;0;0
8.71;43.31;0;0
8.71;43.41;0;0
8.71;43.51;0;0
8.71;43.61;0;0
8.71;43.71;0;0
8.71;43.81;0;0
8.71;43.91;0;0
8.71;44.01;0;0
8.71;44.11;0;0
8.71;44.21;0;0
8.71;44.31;0;0
8.71;44.41;0;1
8.81;36.91;1;1
8.81;37.01;1;1
8.81;37.11;0;0
8.81;37.21;0;0
8.81;37.31;0;0
8.81;37.41;0;1
8.81;37.51;1;1
8.81;37.61;0;0
8.81;37.71;0;0
8.81;37.81;0;0
8.81;37.91;0;0
8.81;38.01;0;0
8.81;38.11;0;0
8.81;38.21;0;0
8.81;38.31;0;0
8.81;38.41;0;0
8.81;38.51;0;0
8.81;38.61;0;0
8.81;38.71;0;0
8.81;38.81;0;0
8.81;38.91;1;1
8.81;40.91;1;1
8.81;41.01;1;1
8.81;41.11;0;0
8.81;41.21;0;0
8.81;41.31;0;0
8.81;41.41;0;1
8.81;41.51;1;1
8.81;41.61;1;1
8.81;41.71;0;0
8.81;41.81;1;1
8.81;41.91;1;1
8.81;42.51;1;1
8.81;42.61;1;1
8.81;42.71;0;1
8.81;42.81;0;0
8.81;42.91;0;0
8.81;43.01;0;0
8.81;43.11;0;0
8.81;43.21;0;0
8.81;43.31;0;0
8.81;43.41;0;0
8.81;43.51;0;0
8.81;43.61;0;0
8.81;43.71;0;0
8.81;43.81;0;0
8.81;43.91;0;0
8.81;44.01;0;0
8.81;44.11;0;0
8.81;44.21;0;0
8.81;44.31;0;0
8.81;44.41;1;1
8.91;37.01;1;1
8.91;37.11;1;1
8.91;37.21;0;0
8.91;37.31;0;0
8.91;37.41;0;1
8.91;37.51;1;1
8.91;37.61;0;1
8.91;37.71;0;1
8.91;37.81;0;0
8.91;37.91;0;0
8.91;38.01;0;0
8.91;38.11;0;0
8.91;38.21;0;0
8.91;38.31;0;0
8.91;38.41;0;0
8.91;38.51;0;0
8.91;38.61;0;0
8.91;38.71;0;0
8.91;38.81;0;0
8.91;38.91;1;1
8.91;41.01;1;1
8.91;41.11;1;1
8.91;41.21;0;1
8.91;41.31;0;0
8.91;41.41;1;1
8.91;41.51;1;1
8.91;41.61;1;1
8.91;41.71;1;1
8.91;42.61;1;1
8.91;42.71;1;1
8.91;42.81;0;0
8.91;42.91;0;0
8.91;43.01;0;0
8.91;43.11;0;0
8.91;43.21;0;0
8.91;43.31;0;0
8.91;43.41;0;0
8.91;43.51;0;0
8.91;43.61;0;0
8.91;43.71;0;0
8.91;43.81;0;0
8.91;43.91;0;0
8.91;44.01;0;0
8.91;44.11;0;0
8.91;44.21;0;0
8.91;44.31;0;0
8.91;44.41;0;1
9.01;37.11;1;1
9.01;37.21;0;1
9.01;37.31;0;0
9.01;37.41;0;0
9.01;37.51;0;1
9.01;37.61;0;1
9.01;37.71;0;1
9.01;37.81;0;0
9.01;37.91;0;0
9.01;38.01;0;0
9.01;38.11;0;0
9.01;38.21;0;0
9.01;38.31;0;0
9.01;38.41;0;0
9.01;38.51;0;0
9.01;38.61;0;0
9.01;38.71;0;0
9.01;38.81;0;0
9.01;38.91;1;1
9.01;39.01;1;1
9.01;39.11;1;1
9.01;39.21;1;1
9.01;41.11;1;1
9.01;41.21;0;1
9.01;41.31;0;1
9.01;41.41;1;1
9.01;41.51;1;1
9.01;42.61;1;1
9.01;42.71;1;1
9.01;42.81;0;0
9.01;42.91;0;0
9.01;43.01;0;0
9.01;43.11;0;0
9.01;43.21;0;0
9.01;43.31;0;0
9.01;43.41;0;0
9.01;43.51;0;0
9.01;43.61;0;0
9.01;43.71;0;0
9.01;43.81;0;0
9.01;43.91;0;0
9.01;44.01;0;0
9.01;44.11;0;0
9.01;44.21;0;0
9.01;44.31;0;1
9.01;44.41;0;1
9.11;37.11;1;1
9.11;37.21;1;1
9.11;37.31;0;0
9.11;37.41;0;0
9.11;37.51;0;0
9.11;37.61;0;0
9.11;37.71;0;0
9.11;37.81;0;0
9.11;37.91;0;0
9.11;38.01;0;0
9.11;38.11;0;0
9.11;38.21;0;0
9.11;38.31;0;0
9.11;38.41;0;0
9.11;38.51;0;0
9.11;38.61;0;0
9.11;38.71;0;0
9.11;38.81;0;0
9.11;38.91;0;1
9.11;39.01;1;1
9.11;39.11;1;1
9.11;39.21;1;1
9.11;41.11;1;1
9.11;41.21;1;1
9.11;41.31;0;1
9.11;41.41;1;1
9.11;41.51;1;1
9.11;42.61;0;0
9.11;42.71;0;0
9.11;42.81;0;1
9.11;42.91;0;0
9.11;43.01;0;0
9.11;43.11;0;0
9.11;43.21;0;0
9.11;43.31;0;0
9.11;43.41;0;0
9.11;43.51;0;0
9.11;43.61;0;0
9.11;43.71;0;0
9.11;43.81;0;0
9.11;43.91;0;0
9.11;44.01;0;0
9.11;44.11;0;0
9.11;44.21;0;0
9.11;44.31;1;1
9.11;44.41;0;1
9.21;37.21;1;1
9.21;37.31;0;1
9.21;37.41;0;0
9.21;37.51;0;0
9.21;37.61;0;0
9.21;37.71;0;0
9.21;37.81;0;0
9.21;37.91;0;0
9.21;38.01;0;0
9.21;38.11;0;0
9.21;38.21;0;0
9.21;38.31;0;0
9.21;38.41;0;0
9.21;38.51;0;0
9.21;38.61;0;0
9.21;38.71;0;0
9.21;38.81;0;0
9.21;38.91;0;0
9.21;39.01;0;1
9.21;39.11;1;1
9.21;39.21;1;1
9.21;41.21;1;1
9.21;41.31;1;1
9.21;41.41;1;1
9.21;42.71;1;1
9.21;42.81;0;0
9.21;42.91;0;0
9.21;43.01;0;0
9.21;43.11;0;0
9.21;43.21;0;0
9.21;43.31;0;0
9.21;43.41;0;0
9.21;43.51;0;0
9.21;43.61;0;0
9.21;43.71;0;0
9.21;43.81;0;0
9.21;43.91;0;0
9.21;44.01;0;0
9.21;44.11;0;0
9.21;44.21;0;0
9.21;44.31;0;1
9.21;44.41;0;0
9.31;37.21;1;1
9.31;37.31;0;1
9.31;37.41;0;0
9.31;37.51;0;0
9.31;37.61;0;0
9.31;37.71;0;0
9.31;37.81;0;0
9.31;37.91;0;0
9.31;38.01;0;0
9.31;38.11;0;0
9.31;38.21;0;0
9.31;38.31;0;0
9.31;38.41;0;0
9.31;38.51;0;0
9.31;38.61;0;0
9.31;38.71;0;0
9.31;38.81;0;0
9.31;38.91;0;0
9.31;39.01;0;0
9.31;39.11;0;1
9.31;39.21;1;1
9.31;41.21;1;1
9.31;41.31;1;1
9.31;41.41;0;1
9.31;41.51;1;1
9.31;41.61;1;1
9.31;42.71;1;1
9.31;42.81;1;1
9.31;42.91;1;1
9.31;43.01;1;1
9.31;43.11;0;0
9.31;43.21;0;0
9.31;43.31;0;0
9.31;43.41;0;0
9.31;43.51;0;0
9.31;43.61;0;0
9.31;43.71;0;0
9.31;43.81;0;0
9.31;43.91;0;0
9.31;44.01;0;0
9.31;44.11;0;0
9.31;44.21;0;0
9.31;44.31;1;1
9.41;37.21;1;1
9.41;37.31;1;1
9.41;37.41;0;0
9.41;37.51;0;0
9.41;37.61;0;0
9.41;37.71;0;0
9.41;37.81;0;0
9.41;37.91;0;0
9.41;38.01;0;0
9.41;38.11;0;0
9.41;38.21;0;0
9.41;38.31;0;0
9.41;38.41;0;0
9.41;38.51;0;0
9.41;38.61;0;0
9.41;38.71;0;0
9.41;38.81;0;0
9.41;38.91;0;0
9.41;39.01;0;0
9.41;39.11;0;1
9.41;39.21;1;1
9.41;41.11;1;1
9.41;41.21;1;1
9.41;41.31;1;1
9.41;41.41;0;1
9.41;41.51;1;1
9.41;41.61;1;1
9.41;41.71;1;1
9.41;41.81;1;1
9.41;41.91;1;1
9.41;42.01;1;1
9.41;42.71;0;0
9.41;42.91;1;1
9.41;43.01;1;1
9.41;43.11;0;1
9.41;43.21;0;0
9.41;43.31;0;0
9.41;43.41;0;0
9.41;43.51;0;0
9.41;43.61;0;0
9.41;43.71;0;0
9.41;43.81;0;0
9.41;43.91;0;0
9.41;44.01;0;0
9.41;44.11;0;0
9.41;44.21;1;1
9.41;44.31;1;1
9.51;37.31;1;1
9.51;37.41;0;0
9.51;37.51;0;0
9.51;37.61;0;0
9.51;37.71;0;0
9.51;37.81;0;0
9.51;37.91;0;0
9.51;38.01;0;0
9.51;38.11;0;0
9.51;38.21;0;0
9.51;38.31;0;0
9.51;38.41;0;0
9.51;38.51;0;0
9.51;38.61;0;0
9.51;38.71;0;0
9.51;38.81;0;0
9.51;38.91;0;0
9.51;39.01;0;0
9.51;39.11;1;1
9.51;40.91;1;1
9.51;41.01;1;1
9.51;41.11;1;1
9.51;41.21;1;1
9.51;41.31;0;1
9.51;41.41;0;1
9.51;41.51;0;1
9.51;41.61;0;0
9.51;41.71;0;0
9.51;41.81;0;0
9.51;41.91;1;1
9.51;42.01;1;1
9.51;42.11;1;1
9.51;42.31;1;1
9.51;42.41;1;1
9.51;42.51;1;1
9.51;42.61;1;1
9.51;42.71;0;1
9.51;42.81;0;1
9.51;42.91;1;1
9.51;43.01;1;1
9.51;43.11;0;1
9.51;43.21;0;0
9.51;43.31;0;0
9.51;43.41;0;0
9.51;43.51;0;0
9.51;43.61;0;0
9.51;43.71;0;0
9.51;43.81;0;0
9.51;43.91;0;0
9.51;44.01;0;0
9.51;44.11;0;0
9.51;44.21;0;0
9.61;37.31;1;1
9.61;37.41;0;1
9.61;37.51;0;0
9.61;37.61;0;0
9.61;37.71;0;0
9.61;37.81;0;0
9.61;37.91;0;0
9.61;38.01;0;0
9.61;38.11;0;0
9.61;38.21;0;0
9.61;38.31;0;0
9.61;38.41;0;0
9.61;38.51;0;0
9.61;38.61;0;0
9.61;38.71;0;0
9.61;38.81;0;0
9.61;38.91;0;0
9.61;39.01;0;0
9.61;39.11;1;1
9.61;39.21;1;1
9.61;39.31;1;1
9.61;39.41;1;1
9.61;39.51;1;1
9.61;40.11;1;1
9.61;40.21;1;1
9.61;40.31;1;1
9.61;40.81;1;1
9.61;40.91;1;1
9.61;41.01;1;1
9.61;41.11;1;1
9.61;41.21;0;1
9.61;41.31;0;1
9.61;41.41;0;0
9.61;41.51;0;0
9.61;41.61;0;0
9.61;41.71;0;0
9.61;41.81;0;0
9.61;41.91;0;0
9.61;42.01;0;1
9.61;42.11;1;1
9.61;42.21;1;1
9.61;42.31;1;1
9.61;42.41;1;1
9.61;42.51;1;1
9.61;42.61;1;1
9.61;42.71;0;0
9.61;42.81;0;0
9.61;42.91;0;0
9.61;43.01;0;0
9.61;43.11;0;0
9.61;43.21;0;0
9.61;43.31;0;0
9.61;43.41;0;0
9.61;43.51;0;0
9.61;43.61;0;0
9.61;43.71;0;0
9.61;43.81;0;0
9.61;43.91;0;0
9.61;44.01;0;0
9.61;44.11;0;1
9.61;44.21;0;1
9.71;37.31;1;1
9.71;37.41;0;1
9.71;37.51;0;0
9.71;37.61;0;0
9.71;37.71;0;0
9.71;37.81;0;0
9.71;37.91;0;0
9.71;38.01;0;0
9.71;38.11;0;0
9.71;38.21;0;0
9.71;38.31;0;0
9.71;38.41;0;0
9.71;38.51;0;0
9.71;38.61;0;0
9.71;38.71;0;0
9.71;38.81;0;0
9.71;38.91;0;0
9.71;39.01;0;0
9.71;39.11;0;0
9.71;39.21;0;0
9.71;39.31;0;0
9.71;39.41;1;1
9.71;39.51;0;1
9.71;39.61;0;1
9.71;39.71;1;1
9.71;39.81;1;1
9.71;39.91;1;1
9.71;40.01;1;1
9.71;40.11;1;1
9.71;40.21;0;0
9.71;40.31;1;1
9.71;40.41;1;1
9.71;40.61;1;1
9.71;40.71;1;1
9.71;40.81;1;1
9.71;40.91;1;1
9.71;41.01;0;1
9.71;41.11;0;1
9.71;41.21;0;1
9.71;41.31;0;0
9.71;41.41;0;0
9.71;41.51;0;0
9.71;41.61;0;0
9.71;41.71;0;0
9.71;41.81;0;0
9.71;41.91;0;0
9.71;42.01;0;0
9.71;42.11;0;0
9.71;42.21;0;0
9.71;42.31;0;0
9.71;42.41;0;0
9.71;42.51;0;0
9.71;42.61;0;0
9.71;42.71;0;0
9.71;42.81;0;0
9.71;42.91;0;0
9.71;43.01;0;0
9.71;43.11;0;0
9.71;43.21;0;0
9.71;43.31;0;0
9.71;43.41;0;0
9.71;43.51;0;0
9.71;43.61;0;0
9.71;43.71;0;0
9.71;43.81;0;0
9.71;43.91;0;0
9.71;44.01;0;1
9.71;44.11;0;1
9.81;37.11;1;1
9.81;37.21;1;1
9.81;37.31;1;1
9.81;37.41;1;1
9.81;37.51;0;0
9.81;37.61;0;0
9.81;37.71;0;0
9.81;37.81;0;0
9.81;37.91;0;0
9.81;38.01;0;0
9.81;38.11;0;0
9.81;38.21;0;0
9.81;38.31;0;0
9.81;38.41;0;0
9.81;38.51;0;0
9.81;38.61;0;0
9.81;38.71;0;0
9.81;38.81;0;0
9.81;38.91;0;0
9.81;39.01;0;0
9.81;39.11;0;0
9.81;39.21;0;0
9.81;39.31;0;0
9.81;39.41;0;0
9.81;39.51;0;0
9.81;39.61;0;0
9.81;39.71;0;0
9.81;39.81;0;0
9.81;39.91;0;0
9.81;40.01;0;0
9.81;40.11;0;0
9.81;40.21;0;0
9.81;40.31;0;1
9.81;40.41;1;1
9.81;40.51;1;1
9.81;40.61;1;1
9.81;40.71;1;1
9.81;40.81;0;1
9.81;40.91;1;1
9.81;41.01;0;1
9.81;41.11;0;1
9.81;41.21;0;0
9.81;41.31;0;0
9.81;41.41;0;0
9.81;41.51;0;0
9.81;41.61;0;0
9.81;41.71;0;0
9.81;41.81;0;0
9.81;41.91;0;0
9.81;42.01;0;0
9.81;42.11;0;0
9.81;42.21;0;0
9.81;42.31;0;0
9.81;42.41;0;0
9.81;42.51;0;0
9.81;42.61;0;0
9.81;42.71;0;0
9.81;42.81;0;0
9.81;42.91;0;0
9.81;43.01;1;1
9.81;43.11;0;1
9.81;43.21;0;0
9.81;43.31;0;0
9.81;43.41;0;0
9.81;43.51;0;0
9.81;43.61;0;0
9.81;43.71;0;0
9.81;43.81;0;0
9.81;43.91;0;1
9.81;44.01;1;1
9.81;44.11;1;1
9.91;37.11;1;1
9.91;37.21;1;1
9.91;37.31;1;1
9.91;37.41;1;1
9.91;37.51;0;0
9.91;37.61;0;0
9.91;37.71;0;0
9.91;37.81;0;0
9.91;37.91;0;0
9.91;38.01;0;0
9.91;38.11;0;0
9.91;38.21;0;0
9.91;38.31;0;0
9.91;38.41;0;0
9.91;38.51;0;0
9.91;38.61;0;0
9.91;38.71;0;0
9.91;38.81;0;0
9.91;38.91;0;0
9.91;39.01;0;0
9.91;39.11;0;0
9.91;39.21;0;0
9.91;39.31;0;0
9.91;39.41;0;0
9.91;39.51;0;0
9.91;39.61;0;0
9.91;39.71;0;0
9.91;39.81;0;0
9.91;39.91;0;0
9.91;40.01;0;0
9.91;40.11;0;0
9.91;40.21;0;0
9.91;40.31;0;0
9.91;40.41;1;1
9.91;40.51;1;1
9.91;40.61;0;0
9.91;40.71;0;0
9.91;40.81;0;1
9.91;40.91;0;0
9.91;41.01;0;0
9.91;41.11;0;0
9.91;41.21;0;0
9.91;41.31;0;0
9.91;41.41;0;0
9.91;41.51;0;0
9.91;41.61;0;0
9.91;41.71;0;0
9.91;41.81;0;0
9.91;41.91;0;0
9.91;42.01;0;0
9.91;42.11;0;0
9.91;42.21;0;0
9.91;42.31;0;0
9.91;42.41;0;0
9.91;42.51;0;0
9.91;42.61;0;0
9.91;42.71;0;0
9.91;42.81;0;1
9.91;42.91;0;0
9.91;43.01;0;0
9.91;43.11;0;0
9.91;43.21;0;0
9.91;43.31;0;0
9.91;43.41;0;0
9.91;43.51;0;0
9.91;43.61;0;0
9.91;43.71;0;0
9.91;43.81;0;1
9.91;43.91;1;1
9.91;44.01;1;1
9.91;44.11;1;1
10.01;34.01;1;1
10.01;34.11;1;1
10.01;34.21;1;1
10.01;37.21;1;1
10.01;37.31;1;1
10.01;37.41;0;1
10.01;37.51;0;0
10.01;37.61;0;0
10.01;37.71;0;0
10.01;37.81;0;0
10.01;37.91;0;0
10.01;38.01;0;0
10.01;38.11;0;0
10.01;38.21;0;0
10.01;38.31;0;0
10.01;38.41;0;0
10.01;38.51;0;0
10.01;38.61;0;0
10.01;38.71;0;0
10.01;38.81;0;0
10.01;38.91;0;0
10.01;39.01;0;0
10.01;39.11;0;0
10.01;39.21;0;0
10.01;39.31;0;0
10.01;39.41;0;0
10.01;39.51;0;0
10.01;39.61;0;0
10.01;39.71;0;0
10.01;39.81;0;0
10.01;39.91;0;0
10.01;40.01;0;0
10.01;40.11;0;0
10.01;40.21;0;0
10.01;40.31;0;0
10.01;40.41;0;0
10.01;40.51;0;0
10.01;40.61;0;0
10.01;40.71;0;0
10.01;40.81;0;0
10.01;40.91;0;0
10.01;41.01;0;0
10.01;41.11;0;0
10.01;41.21;0;0
10.01;41.31;0;0
10.01;41.41;0;0
10.01;41.51;0;0
10.01;41.61;0;0
10.01;41.71;0;0
10.01;41.81;0;0
10.01;41.91;0;0
10.01;42.01;0;0
10.01;42.11;0;0
10.01;42.21;0;0
10.01;42.31;0;1
10.01;42.41;0;0
10.01;42.51;0;1
10.01;42.61;1;1
10.01;42.71;0;1
10.01;42.81;0;1
10.01;42.91;0;0
10.01;43.01;0;0
10.01;43.11;0;0
10.01;43.21;0;0
10.01;43.31;0;0
10.01;43.41;0;0
10.01;43.51;0;1
10.01;43.61;0;1
10.01;43.71;1;1
10.01;43.81;1;1
10.01;43.91;1;1
10.01;44.01;1;1
10.01;44.11;0;0
10.11;33.81;0;0
10.11;33.91;1;1
10.11;34.01;1;1
10.11;34.11;1;1
10.11;34.21;1;1
10.11;34.31;1;1
10.11;37.11;1;1
10.11;37.21;1;1
10.11;37.31;1;1
10.11;37.41;1;1
10.11;37.51;0;0
10.11;37.61;0;0
10.11;37.71;0;0
10.11;37.81;0;0
10.11;37.91;0;0
10.11;38.01;0;0
10.11;38.11;0;0
10.11;38.21;0;0
10.11;38.31;0;0
10.11;38.41;0;0
10.11;38.51;0;0
10.11;38.61;0;0
10.11;38.71;0;0
10.11;38.81;0;0
10.11;38.91;0;0
10.11;39.01;0;0
10.11;39.11;0;0
10.11;39.21;0;0
10.11;39.31;0;0
10.11;39.41;0;0
10.11;39.51;0;0
10.11;39.61;0;0
10.11;39.71;0;0
10.11;39.81;0;0
10.11;39.91;0;0
10.11;40.01;0;0
10.11;40.11;0;0
10.11;40.21;0;0
10.11;40.31;0;0
10.11;40.41;0;0
10.11;40.51;0;0
10.11;40.61;0;0
10.11;40.71;0;0
10.11;40.81;0;0
10.11;40.91;0;0
10.11;41.01;0;0
10.11;41.11;0;0
10.11;41.21;0;0
10.11;41.31;0;0
10.11;41.41;0;0
10.11;41.51;0;0
10.11;41.61;0;0
10.11;41.71;0;0
10.11;41.81;0;0
10.11;41.91;0;0
10.11;42.01;0;0
10.11;42.11;0;0
10.11;42.21;0;0
10.11;42.31;1;1
10.11;42.41;1;1
10.11;42.51;0;1
10.11;42.61;1;1
10.11;42.71;0;1
10.11;42.81;1;1
10.11;42.91;0;0
10.11;43.01;0;0
10.11;43.11;0;0
10.11;43.21;0;0
10.11;43.31;0;0
10.11;43.41;0;0
10.11;43.51;1;1
10.11;43.61;1;1
10.11;43.71;1;1
10.11;43.81;1;1
10.11;43.91;1;1
10.11;44.01;1;1
10.21;33.81;1;1
10.21;33.91;1;1
10.21;34.01;1;1
10.21;34.11;1;1
10.21;34.21;1;1
10.21;34.31;1;1
10.21;34.41;1;1
10.21;36.91;1;1
10.21;37.01;1;1
10.21;37.11;1;1
10.21;37.21;1;1
10.21;37.31;0;1
10.21;37.41;1;1
10.21;37.51;0;1
10.21;37.61;0;0
10.21;37.71;0;0
10.21;37.81;0;0
10.21;37.91;0;0
10.21;38.01;0;0
10.21;38.11;0;0
10.21;38.21;0;0
10.21;38.31;0;0
10.21;38.41;0;0
10.21;38.51;0;0
10.21;38.61;0;0
10.21;38.71;0;0
10.21;38.81;0;0
10.21;38.91;0;0
10.21;39.01;0;0
10.21;39.11;0;0
10.21;39.21;0;0
10.21;39.31;0;0
10.21;39.41;0;0
10.21;39.51;0;0
10.21;39.61;0;0
10.21;39.71;0;0
10.21;39.81;0;0
10.21;39.91;0;0
10.21;40.01;0;0
10.21;40.11;0;0
10.21;40.21;0;0
10.21;40.31;0;0
10.21;40.41;0;0
10.21;40.51;0;0
10.21;40.61;0;0
10.21;40.71;0;0
10.21;40.81;0;0
10.21;40.91;0;0
10.21;41.01;0;0
10.21;41.11;0;0
10.21;41.21;0;0
10.21;41.31;0;0
10.21;41.41;0;0
10.21;41.51;0;0
10.21;41.61;0;0
10.21;41.71;0;0
10.21;41.81;0;0
10.21;41.91;0;0
10.21;42.01;0;0
10.21;42.11;0;0
10.21;42.21;0;0
10.21;42.31;0;0
10.21;42.41;0;0
10.21;42.51;0;0
10.21;42.61;0;0
10.21;42.71;0;1
10.21;42.81;1;1
10.21;42.91;0;0
10.21;43.01;0;0
10.21;43.11;0;0
10.21;43.21;0;0
10.21;43.31;0;0
10.21;43.41;0;1
10.21;43.51;1;1
10.21;43.61;1;1
10.21;43.71;1;1
10.21;43.81;1;1
10.21;43.91;1;1
10.31;33.71;1;1
10.31;33.81;1;1
10.31;33.91;1;1
10.31;34.01;1;1
10.31;34.11;1;1
10.31;34.21;1;1
10.31;34.31;1;1
10.31;34.41;1;1
10.31;36.71;1;1
10.31;36.81;1;1
10.31;36.91;1;1
10.31;37.01;1;1
10.31;37.11;1;1
10.31;37.21;1;1
10.31;37.31;0;1
10.31;37.41;0;1
10.31;37.51;0;1
10.31;37.61;0;0
10.31;37.71;0;0
10.31;37.81;0;0
10.31;37.91;0;0
10.31;38.01;0;0
10.31;38.11;0;0
10.31;38.21;0;0
10.31;38.31;0;0
10.31;38.41;0;0
10.31;38.51;0;0
10.31;38.61;0;0
10.31;38.71;0;0
10.31;38.81;0;0
10.31;38.91;0;0
10.31;39.01;0;0
10.31;39.11;0;0
10.31;39.21;0;0
10.31;39.31;0;0
10.31;39.41;0;0
10.31;39.51;0;0
10.31;39.61;0;0
10.31;39.71;0;0
10.31;39.81;0;0
10.31;39.91;0;0
10.31;40.01;0;0
10.31;40.11;0;0
10.31;40.21;0;0
10.31;40.31;0;0
10.31;40.41;0;0
10.31;40.51;0;0
10.31;40.61;0;0
10.31;40.71;0;0
10.31;40.81;0;0
10.31;40.91;0;0
10.31;41.01;0;0
10.31;41.11;0;0
10.31;41.21;0;0
10.31;41.31;0;0
10.31;41.41;0;0
10.31;41.51;0;0
10.31;41.61;0;0
10.31;41.71;0;0
10.31;41.81;0;0
10.31;41.91;0;0
10.31;42.01;0;0
10.31;42.11;0;0
10.31;42.21;0;0
10.31;42.31;0;0
10.31;42.41;0;0
10.31;42.51;0;0
10.31;42.61;0;0
10.31;42.71;0;1
10.31;42.81;1;1
10.31;42.91;0;0
10.31;43.01;0;0
10.31;43.11;0;0
10.31;43.21;0;1
10.31;43.31;1;1
10.31;43.41;0;1
10.31;43.51;1;1
10.31;43.61;1;1
10.31;43.71;1;1
10.31;43.81;1;1
10.41;33.61;1;1
10.41;33.71;1;1
10.41;33.81;1;1
10.41;33.91;1;1
10.41;34.01;1;1
10.41;34.11;1;1
10.41;34.21;1;1
10.41;34.31;1;1
10.41;34.41;1;1
10.41;34.51;1;1
10.41;36.71;1;1
10.41;36.81;1;1
10.41;36.91;1;1
10.41;37.01;0;1
10.41;37.11;0;1
10.41;37.21;0;1
10.41;37.31;0;1
10.41;37.41;0;0
10.41;37.51;0;0
10.41;37.61;0;0
10.41;37.71;0;0
10.41;37.81;0;0
10.41;37.91;0;0
10.41;38.01;0;0
10.41;38.11;0;0
10.41;38.21;0;0
10.41;38.31;0;0
10.41;38.41;0;0
10.41;38.51;0;0
10.41;38.61;0;0
10.41;38.71;0;0
10.41;38.81;0;0
10.41;38.91;0;0
10.41;39.01;0;0
10.41;39.11;0;0
10.41;39.21;0;0
10.41;39.31;0;0
10.41;39.41;0;0
10.41;39.51;0;0
10.41;39.61;0;0
10.41;39.71;0;0
10.41;39.81;0;0
10.41;39.91;0;0
10.41;40.01;0;0
10.41;40.11;0;0
10.41;40.21;0;0
10.41;40.31;0;0
10.41;40.41;0;0
10.41;40.51;0;0
